id,title,short_title,repository,program,nci_program,cancer_types,primary_sites,subjects,subject_scope,modalities,n_cases,n_samples,access_tier,has_followup,median_followup_months,has_treatment_response,n_verified_reuse,n_citations_to_primary_publication,reuse_gap_index,is_underexplored,is_showcase,review_status,landing_page_url
gdc-alchemist-alch,Adjuvant Lung Cancer Enrichment Marker Identification and Sequencing Trial,ALCHEMIST-ALCH,GDC,ALCHEMIST,ALCHEMIST,Not Reported,Not Reported,LUNG,title_derived,clinical; copy_number; histopathology; mirna; rna_seq; structural_variant; wgs; wxs,1176,,mixed,False,,False,0,,,False,False,machine_only,https://portal.gdc.cancer.gov/projects/ALCHEMIST-ALCH
idc-prostate-mri-us-biopsy,Prostate-MRI-US-Biopsy,prostate_mri_us_biopsy,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Prostate Cancer,Prostate,PROSTATE,single,radiology,1151,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=prostate_mri_us_biopsy
cbio-cll-broad-2022,"Chronic Lymphocytic Leukemia (Broad, Nature Genetics 2022)",cll_broad_2022,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma,mbn,LYMPH,single,rna_seq; structural_variant; targeted_dna; treatment,1149,1154,open,True,79.0,False,,131,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=cll_broad_2022
gdc-target-nbl,Neuroblastoma,TARGET-NBL,GDC,TARGET,TARGET,Not Applicable; Neuroepitheliomatous Neoplasms,"Other endocrine glands and related structures; Stomach; Meninges; Skin; Unknown; Bones, joints and articular cartilage of limbs; Connective, subcutaneous and other soft tissues; Lymph nodes",PNS,single,clinical; methylation; rna_seq; structural_variant; targeted_dna; wgs; wxs,1132,,mixed,True,74.6,False,55,24,-3.39,False,False,machine_only,https://portal.gdc.cancer.gov/projects/TARGET-NBL
cbio-nsclc-ctdx-msk-2022,"Metastatic Non-Small Cell Lung Cancer (MSK, Nature Medicine 2022)",nsclc_ctdx_msk_2022,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Non-Small Cell Lung Cancer,lung,LUNG,single,copy_number; structural_variant; targeted_dna; treatment,1127,2621,open,True,16.6,False,,153,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=nsclc_ctdx_msk_2022
cbio-breast-ink4-msk-2021,"Metastatic Breast Cancer (MSK, Cancer Discovery 2022)",breast_ink4_msk_2021,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Breast,tissue,BREAST,single,copy_number; structural_variant; targeted_dna,1116,1365,open,,,False,,144,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=breast_ink4_msk_2021
cbio-crc-msk-2017,"Metastatic Colorectal Cancer (MSK, Cancer Cell 2018)",crc_msk_2017,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Colorectal Adenocarcinoma,bowel,BOWEL,single,copy_number; structural_variant; targeted_dna,1099,1134,open,True,28.3,False,,744,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=crc_msk_2017
gdc-tcga-brca,Breast Invasive Carcinoma,TCGA-BRCA,GDC,TCGA,TCGA,"Cystic, Mucinous and Serous Neoplasms; Adenomas and Adenocarcinomas; Fibroepithelial Neoplasms; Basal Cell Neoplasms; Ductal and Lobular Neoplasms; Epithelial Neoplasms, NOS; Squamous Cell Neoplasms; Complex Epithelial Neoplasms",Breast,BREAST,single,atac_seq; clinical; copy_number; histopathology; methylation; mirna; protein_array; radiology; rna_seq; structural_variant; wgs; wxs,1098,,mixed,True,27.1,True,2463,9914,2.041,False,True,project_curated,https://portal.gdc.cancer.gov/projects/TCGA-BRCA
cbio-acc-2019,Adenoid Cystic Carcinoma Project (J Clin Invest 2019),acc_2019,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Adenoid Cystic Carcinoma,saca,HEAD_NECK,single,copy_number; structural_variant; targeted_dna,1045,1049,open,True,48.8,False,,185,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=acc_2019
cbio-cellline-ccle-broad,"Cancer Cell Line Encyclopedia (Novartis/Broad, Nature 2012)",cellline_ccle_broad,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Mixed Cancer Types,other,,pan_cancer,copy_number; rna_seq; targeted_dna,1020,1020,open,,,False,,6519,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=cellline_ccle_broad
cbio-prad-p1000,"Prostate Adenocarcinoma (MSK/DFCI, Nature Genetics 2018)",prad_p1000,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Prostate Adenocarcinoma,prostate,PROSTATE,single,copy_number; structural_variant; targeted_dna,1013,1013,open,,,False,,726,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=prad_p1000
idc-lidc-idri,LIDC-IDRI,lidc_idri,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Lung Cancer; Non-Cancer; Metastatic disease,Chest,LUNG,single,clinical; radiology,1010,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=lidc_idri
cbio-dlbcl-duke-2017,"Diffuse Large B-Cell Lymphoma (Duke, Cell 2017)",dlbcl_duke_2017,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,"Diffuse Large B-Cell Lymphoma, NOS",mbn,LYMPH,single,targeted_dna,1001,1001,open,True,91.8,False,,923,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=dlbcl_duke_2017
gdc-mmrf-commpass,Multiple Myeloma CoMMpass Study,MMRF-COMMPASS,GDC,MMRF,MMRF,Plasma Cell Tumors,Hematopoietic and reticuloendothelial systems,LYMPH,single,copy_number; rna_seq; structural_variant; wgs; wxs,995,,mixed,True,25.6,False,233,103,1.898,False,False,machine_only,https://portal.gdc.cancer.gov/projects/MMRF-COMMPASS
idc-acrin-contralateral-breast-mr,ACRIN-Contralateral-Breast-MR,acrin_contralateral_breast_mr,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Breast Cancer,Breast,BREAST,single,clinical; radiology,984,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=acrin_contralateral_breast_mr
idc-gtex,GTEx,gtex,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Non-diseased,Various,,non_cancer,clinical; radiology; wgs,971,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=gtex
cbio-glioma-mskcc-2019,"Glioma (MSK, Clin Cancer Res 2019)",glioma_mskcc_2019,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Diffuse Glioma,brain,BRAIN,single,copy_number; structural_variant; targeted_dna; treatment,924,1004,open,True,20.3,False,,132,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=glioma_mskcc_2019
idc-duke-breast-cancer-mri,Duke-Breast-Cancer-MRI,duke_breast_cancer_mri,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Breast Cancer,Breast,BREAST,single,clinical; radiology; wgs,922,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=duke_breast_cancer_mri
idc-pdxnet,PDXNet,pdxnet,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Acinar Cell Carcinoma; Adrenal Cortical Carcinoma; Carcinosarcoma; Chondrosarcoma; Colon Adenocarcinoma; Ewing Sarcoma; Gastrointestinal Stromal Tumor; Head and Neck Squamous Cell Carcinoma,adrenal gland; bladder organ; bone element; breast; colon; gallbladder; genitourinary system; larynx,,pan_cancer,clinical; radiology; wgs,919,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=pdxnet
cbio-egc-msk-2023,"Esophagogastric Cancer (MSK, J Natl Cancer Inst 2023)",egc_msk_2023,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Esophagus/Stomach,tissue,STOMACH,single,copy_number; structural_variant; targeted_dna,902,902,open,True,21.1,False,,33,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=egc_msk_2023
cbio-aml-stjude-2024,"Pediatric Acute Myeloid Leukemia (St. Jude, Nat Genet 2024)",aml_stjude_2024,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Acute Myeloid Leukemia,mnm,MYELOID,single,rna_seq; structural_variant; targeted_dna,887,887,open,,,False,,105,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=aml_stjude_2024
cbio-lung-msk-2017,"Non-Small Cell Cancer (MSK, Cancer Discov 2017)",lung_msk_2017,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Lung Adenocarcinoma,nsclc,LUNG,single,copy_number; structural_variant; targeted_dna,860,915,open,,,False,,542,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=lung_msk_2017
htan-breast-pre-cancer-atlas,Breast Pre-Cancer Atlas,HTA6,HTAN,Human Tumor Atlas Network,HTAN,,,BREAST,title_derived,bulk_dna; rna_seq; scrna_seq; spatial_proteomics,828,,mixed,True,,,0,397,-2.635,True,False,machine_only,https://humantumoratlas.org/explore
gdc-beataml1.0-cohort,Functional Genomic Landscape of Acute Myeloid Leukemia,BEATAML1.0-COHORT,GDC,BEATAML1.0,BEATAML1.0,"Myeloid Leukemias; Leukemias, NOS; Unknown; Chronic Myeloproliferative Disorders; Plasma Cell Tumors; Myelodysplastic Syndromes",Hematopoietic and reticuloendothelial systems,MYELOID,single,rna_seq; scrna_seq; structural_variant; targeted_dna; wxs,826,,mixed,False,,False,22,1161,-0.713,False,False,machine_only,https://portal.gdc.cancer.gov/projects/BEATAML1.0-COHORT
idc-ct-colonography,CT COLONOGRAPHY,ct_colonography,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Colon Cancer,Colon,BOWEL,single,radiology,825,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=ct_colonography
cbio-aml-ohsu-2022,"Acute Myeloid Leukemia (OHSU, Cancer Cell 2022)",aml_ohsu_2022,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Acute Myeloid Leukemia,mnm,MYELOID,single,rna_seq; structural_variant; targeted_dna,805,942,open,True,11.0,False,,361,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=aml_ohsu_2022
gdc-hcmi-cmdc,NCI Cancer Model Development for the Human Cancer Model Initiative,HCMI-CMDC,GDC,HCMI,HCMI,"Ductal and Lobular Neoplasms; Complex Mixed and Stromal Neoplasms; Blood Vessel Tumors; Fibromatous Neoplasms; Epithelial Neoplasms, NOS; Mature T- and NK-Cell Lymphomas; Transitional Cell Papillomas and Carcinomas; Complex Epithelial Neoplasms","Adrenal gland; Bladder; Bones, joints and articular cartilage of other and unspecified sites; Brain; Breast; Bronchus and lung; Colon; Connective, subcutaneous and other soft tissues",,pan_cancer,clinical; copy_number; histopathology; methylation; mirna; radiology; rna_seq; structural_variant; wgs; wxs,805,,mixed,True,15.8,True,6,92,-2.145,True,True,project_curated,https://portal.gdc.cancer.gov/projects/HCMI-CMDC
cbio-rectal-msk-2022,"Rectal Cancer (MSK, Nature Medicine 2022)",rectal_msk_2022,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Bowel,tissue,BOWEL,single,copy_number; rna_seq; targeted_dna,738,788,open,,,False,,132,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=rectal_msk_2022
idc-ispy2,ISPY2,ispy2,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Breast Cancer,Breast,BREAST,single,clinical; radiology,719,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=ispy2
cbio-csf-msk-2024,"Cerebrospinal Fluid Circulating Tumor DNA (MSK, Acta Neuropathol Commun 2024)",csf_msk_2024,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Mixed Cancer Types,other,,pan_cancer,copy_number; structural_variant; targeted_dna,711,1007,open,True,27.5,False,,20,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=csf_msk_2024
cbio-mel-mskimpact-2020,"Melanoma (MSK, Clin Cancer Res 2021)",mel_mskimpact_2020,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Cutaneous Melanoma,mel,SKIN,single,copy_number; structural_variant; targeted_dna,696,696,open,True,46.0,False,,40,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=mel_mskimpact_2020
cbio-msk-ch-ped-2021,"Cancer Therapy and Clonal Hematopoiesis (MSK, Clin Cancer Res 2022)",msk_ch_ped_2021,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Mixed Cancer Types,other,,pan_cancer,targeted_dna,657,657,open,,,False,,8,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=msk_ch_ped_2021
gdc-target-wt,High-Risk Wilms Tumor,TARGET-WT,GDC,TARGET,TARGET,Complex Mixed and Stromal Neoplasms,Kidney,KIDNEY,single,clinical; methylation; mirna; rna_seq; structural_variant; targeted_dna; wgs; wxs,652,,mixed,True,71.0,False,171,47,-1.505,False,False,machine_only,https://portal.gdc.cancer.gov/projects/TARGET-WT
idc-advanced-mri-breast-lesions,Advanced-MRI-Breast-Lesions,advanced_mri_breast_lesions,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Breast Cancer,Breast,BREAST,single,clinical; radiology,632,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=advanced_mri_breast_lesions
idc-upenn-gbm,UPENN-GBM,upenn_gbm,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Glioblastoma,Brain,BRAIN,single,clinical; radiology,630,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=upenn_gbm
cbio-coadread-dfci-2016,"Colorectal Adenocarcinoma (DFCI, Cell Reports 2016)",coadread_dfci_2016,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Colorectal Adenocarcinoma,bowel,BOWEL,single,targeted_dna,619,619,open,,,False,,670,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=coadread_dfci_2016
cbio-msk-access-2021,"MSK-IMPACT and MSK-ACCESS Mixed Cohort (MSK, Nat Commun 2021)",msk_access_2021,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Mixed Cancer Types,other,,pan_cancer,copy_number; structural_variant; targeted_dna,617,1446,open,True,14.9,False,,137,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=msk_access_2021
gdc-tcga-gbm,Glioblastoma Multiforme,TCGA-GBM,GDC,TCGA,TCGA,Gliomas; Not Reported,Brain,BRAIN,single,atac_seq; clinical; copy_number; histopathology; methylation; mirna; protein_array; radiology; rna_seq; structural_variant; wgs; wxs,617,,mixed,True,12.0,True,1753,1839,1.44,False,True,project_curated,https://portal.gdc.cancer.gov/projects/TCGA-GBM
gdc-tcga-ov,Ovarian Serous Cystadenocarcinoma,TCGA-OV,GDC,TCGA,TCGA,"Not Reported; Cystic, Mucinous and Serous Neoplasms",Ovary; Retroperitoneum and peritoneum,OVARY,single,clinical; copy_number; histopathology; methylation; mirna; protein_array; radiology; rna_seq; structural_variant; wgs; wxs,608,,mixed,True,32.7,True,652,44,0.614,False,False,machine_only,https://portal.gdc.cancer.gov/projects/TCGA-OV
cbio-luad-mskcc-2020,"Lung Adenocarcinoma (MSK, J Thorac Oncol 2020)",luad_mskcc_2020,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Lung Adenocarcinoma,nsclc,LUNG,single,copy_number; structural_variant; targeted_dna,604,604,open,True,23.4,False,,129,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=luad_mskcc_2020
gdc-tcga-luad,Lung Adenocarcinoma,TCGA-LUAD,GDC,TCGA,TCGA,"Cystic, Mucinous and Serous Neoplasms; Ductal and Lobular Neoplasms; Acinar Cell Neoplasms; Adenomas and Adenocarcinomas",Bronchus and lung; Chest,LUNG,single,atac_seq; clinical; copy_number; histopathology; methylation; mirna; protein_array; radiology; rna_seq; structural_variant; wgs; wxs,585,,mixed,True,21.6,True,3321,,2.774,False,False,machine_only,https://portal.gdc.cancer.gov/projects/TCGA-LUAD
cbio-aml-ohsu-2018,"Acute Myeloid Leukemia (OHSU, Nature 2018)",aml_ohsu_2018,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Acute Myeloid Leukemia,mnm,MYELOID,single,rna_seq; structural_variant; targeted_dna,562,672,open,True,10.2,False,,1161,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=aml_ohsu_2018
gdc-tcga-ucec,Uterine Corpus Endometrial Carcinoma,TCGA-UCEC,GDC,TCGA,TCGA,"Not Reported; Epithelial Neoplasms, NOS; Adenomas and Adenocarcinomas; Cystic, Mucinous and Serous Neoplasms","Corpus uteri; Uterus; Uterus, NOS",UTERUS,single,atac_seq; clinical; copy_number; histopathology; methylation; mirna; protein_array; radiology; rna_seq; structural_variant; wgs; wxs,560,,mixed,True,29.5,True,438,,-0.125,False,False,machine_only,https://portal.gdc.cancer.gov/projects/TCGA-UCEC
cbio-cll-broad-2015,"Chronic Lymphocytic Leukemia (Broad, Nature 2015)",cll_broad_2015,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma,mbn,LYMPH,single,targeted_dna,537,537,open,,,False,,844,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=cll_broad_2015
gdc-tcga-kirc,Kidney Renal Clear Cell Carcinoma,TCGA-KIRC,GDC,TCGA,TCGA,Adenomas and Adenocarcinomas,Kidney,KIDNEY,single,atac_seq; clinical; copy_number; histopathology; methylation; mirna; protein_array; radiology; rna_seq; structural_variant; wgs; wxs,537,,mixed,True,38.6,True,1436,,1.606,False,False,machine_only,https://portal.gdc.cancer.gov/projects/TCGA-KIRC
gdc-tcga-hnsc,Head and Neck Squamous Cell Carcinoma,TCGA-HNSC,GDC,TCGA,TCGA,Squamous Cell Neoplasms,"Base of tongue; Bones, joints and articular cartilage of other and unspecified sites; Floor of mouth; Gum; Head-Neck; Hypopharynx; Larynx; Lip",HEAD_NECK,single,atac_seq; clinical; copy_number; histopathology; methylation; mirna; protein_array; radiology; rna_seq; structural_variant; wgs; wxs,528,,mixed,True,21.2,True,758,,0.693,False,False,machine_only,https://portal.gdc.cancer.gov/projects/TCGA-HNSC
gdc-tcga-lgg,Brain Lower Grade Glioma,TCGA-LGG,GDC,TCGA,TCGA,Gliomas,Brain,BRAIN,single,atac_seq; clinical; copy_number; histopathology; methylation; mirna; protein_array; radiology; rna_seq; structural_variant; wgs; wxs,516,,mixed,True,22.3,True,707,,0.603,False,False,machine_only,https://portal.gdc.cancer.gov/projects/TCGA-LGG
idc-mediastinal-lymph-node-seg,Mediastinal-Lymph-Node-SEG,mediastinal_lymph_node_seg,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Breast Cancer; Non-small Cell Lung Cancer; Hodgkin Lymphoma; Small Cell Lung Cancer; Thyroid Cancer; Adenocarcinoma; Melanoma; Head and Neck Cancer,Lymph Node,,pan_cancer,clinical; radiology,513,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=mediastinal_lymph_node_seg
gdc-tcga-thca,Thyroid Carcinoma,TCGA-THCA,GDC,TCGA,TCGA,"Epithelial Neoplasms, NOS; Adenomas and Adenocarcinomas; Squamous Cell Neoplasms",Thyroid; Thyroid gland,THYROID,single,atac_seq; clinical; copy_number; histopathology; methylation; mirna; protein_array; radiology; rna_seq; structural_variant; wgs; wxs,507,,mixed,True,31.0,True,395,,-0.226,False,False,machine_only,https://portal.gdc.cancer.gov/projects/TCGA-THCA
gdc-tcga-lusc,Lung Squamous Cell Carcinoma,TCGA-LUSC,GDC,TCGA,TCGA,Adenomas and Adenocarcinomas; Squamous Cell Neoplasms,Bronchus and lung; Lung,LUNG,single,atac_seq; clinical; copy_number; histopathology; methylation; mirna; protein_array; radiology; rna_seq; structural_variant; wgs; wxs,504,,mixed,True,21.7,True,715,,0.631,False,False,machine_only,https://portal.gdc.cancer.gov/projects/TCGA-LUSC
gdc-tcga-prad,Prostate Adenocarcinoma,TCGA-PRAD,GDC,TCGA,TCGA,"Adenomas and Adenocarcinomas; Cystic, Mucinous and Serous Neoplasms; Acinar Cell Neoplasms; Ductal and Lobular Neoplasms",Prostate; Prostate gland,PROSTATE,single,atac_seq; clinical; copy_number; histopathology; methylation; mirna; protein_array; radiology; rna_seq; structural_variant; wgs; wxs,500,,mixed,True,30.5,True,1125,,1.288,False,False,machine_only,https://portal.gdc.cancer.gov/projects/TCGA-PRAD
idc-ea1141,EA1141,ea1141,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Breast Cancer,Breast,BREAST,single,clinical; radiology,500,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=ea1141
cbio-gist-msk-2022,"Gastrointestinal Stromal Tumor (MSK, NPJ Precis Oncol 2023)",gist_msk_2022,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Gastrointestinal Stromal Tumor,soft_tissue,SOFT_TISSUE,single,copy_number; structural_variant; targeted_dna; treatment,499,499,open,True,35.4,False,,15,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=gist_msk_2022
cbio-mbl-dkfz-2017,"Medulloblastoma (DKFZ, Nature 2017)",mbl_dkfz_2017,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Medulloblastoma,embt,BRAIN,single,structural_variant; targeted_dna,491,491,open,,,False,,920,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=mbl_dkfz_2017
cbio-chol-icgc-2017,"Cholangiocarcinoma (ICGC, Cancer Discov 2017)",chol_icgc_2017,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Cholangiocarcinoma,ipn,BILIARY_TRACT,single,targeted_dna,489,489,open,True,18.3,False,,772,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=chol_icgc_2017
gdc-nciccr-dlbcl,Genomic Variation in Diffuse Large B Cell Lymphomas,NCICCR-DLBCL,GDC,NCICCR,NCICCR,Mature B-Cell Lymphomas,Lymph nodes,LYMPH,single,rna_seq; structural_variant; targeted_dna; wxs,489,,mixed,True,60.7,False,24,,0.126,False,False,machine_only,https://portal.gdc.cancer.gov/projects/NCICCR-DLBCL
